Code,Text_Weather,Simple_Weather,Alpha,Color
740,LoProb SW/ZR,Ice,0.25,cyan
741,LoProb SW-/ZR,Ice,0.25,cyan
742,LoProb SW+/ZR,Ice,0.25,cyan
743,LoProb SW/ZR-,Ice,0.25,cyan
744,LoProb SW-/ZR-,Ice,0.25,cyan
745,LoProb SW+/ZR-,Ice,0.25,cyan
746,LoProb SW/ZR+,Ice,0.25,cyan
747,LoProb SW-/ZR+,Ice,0.25,cyan
748,LoProb SW+/ZR+,Ice,0.25,cyan
749,MISSING,MISSING,0,white
750,LoProb SW/IP,Ice,0.25,cyan
751,LoProb SW-/IP,Ice,0.25,cyan
752,LoProb SW+/IP,Ice,0.25,cyan
753,LoProb SW/IP-,Ice,0.25,cyan
754,LoProb SW-/IP-,Ice,0.25,cyan
755,LoProb SW+/IP-,Ice,0.25,cyan
756,LoProb SW/IP+,Ice,0.25,cyan
757,LoProb SW-/IP+,Ice,0.25,cyan
758,LoProb SW+/IP+,Ice,0.25,cyan
759,MISSING,MISSING,0,white
760,LoProb SW/SW,Snow,0.25,dodgerblue
761,LoProb SW-/SW,Snow,0.25,dodgerblue
762,LoProb SW+/SW,Snow,0.25,dodgerblue
763,LoProb SW/SW-,Snow,0.25,dodgerblue
764,LoProb SW-/SW-,Snow,0.25,dodgerblue
765,LoProb SW+/SW-,Snow,0.25,dodgerblue
766,LoProb SW/SW+,Snow,0.25,dodgerblue
767,LoProb SW-/SW+,Snow,0.25,dodgerblue
768,LoProb SW+/SW+,Snow,0.25,dodgerblue
769,MISSING,MISSING,0,white
770,LoProb SW/S,Snow,0.25,dodgerblue
771,LoProb SW-/S,Snow,0.25,dodgerblue
772,LoProb SW+/S,Snow,0.25,dodgerblue
773,LoProb SW/S-,Snow,0.25,dodgerblue
774,LoProb SW-/S-,Snow,0.25,dodgerblue
775,LoProb SW+/S-,Snow,0.25,dodgerblue
776,LoProb SW/S+,Snow,0.25,dodgerblue
777,LoProb SW-/S+,Snow,0.25,dodgerblue
778,LoProb SW+/S+,Snow,0.25,dodgerblue
779,MISSING,MISSING,0,white
780,LoProb SW/T,Mix,0.25,magenta
781,LoProb SW-/T,Mix,0.25,magenta
782,LoProb SW+/T,Mix,0.25,magenta
783,LoProb SW/T-,Mix,0.25,magenta
784,LoProb SW-/T-,Mix,0.25,magenta
785,LoProb SW+/T-,Mix,0.25,magenta
786,LoProb SW/T+,Severe,0.25,red
787,LoProb SW-/T+,Severe,0.25,red
788,LoProb SW+/T+,Severe,0.25,red
789,MISSING,MISSING,0,white
790,LoProb SW/F,Snow,0.25,dodgerblue
791,LoProb SW-/F,Snow,0.25,dodgerblue
792,LoProb SW+/F,Snow,0.25,dodgerblue
793,LoProb SW/F-,Snow,0.25,dodgerblue
794,LoProb SW-/F-,Snow,0.25,dodgerblue
795,LoProb SW+/F-,Snow,0.25,dodgerblue
796,LoProb SW/F+,Snow,0.25,dodgerblue
797,LoProb SW-/F+,Snow,0.25,dodgerblue
798,LoProb SW+/F+,Snow,0.25,dodgerblue
799,MISSING,MISSING,0,white
800,LoProb S/R,Mix,0.25,magenta
801,LoProb S-/R,Mix,0.25,magenta
802,LoProb S+/R,Mix,0.25,magenta
803,LoProb S/R-,Mix,0.25,magenta
804,LoProb S-/R-,Mix,0.25,magenta
805,LoProb S+/R-,Mix,0.25,magenta
806,LoProb S/R+,Mix,0.25,magenta
807,LoProb S-/R+,Mix,0.25,magenta
808,LoProb S+/R+,Mix,0.25,magenta
809,MISSING,MISSING,0,white
810,LoProb S/RW,Mix,0.25,magenta
811,LoProb S-/RW,Mix,0.25,magenta
812,LoProb S+/RW,Mix,0.25,magenta
813,LoProb S/RW-,Mix,0.25,magenta
814,LoProb S-/RW-,Mix,0.25,magenta
815,LoProb S+/RW-,Mix,0.25,magenta
816,LoProb S/RW+,Mix,0.25,magenta
817,LoProb S-/RW+,Mix,0.25,magenta
818,LoProb S+/RW+,Mix,0.25,magenta
819,MISSING,MISSING,0,white
820,LoProb S/L,Mix,0.25,magenta
821,LoProb S-/L,Mix,0.25,magenta
822,LoProb S+/L,Mix,0.25,magenta
823,LoProb S/L-,Mix,0.25,magenta
824,LoProb S-/L-,Mix,0.25,magenta
825,LoProb S+/L-,Mix,0.25,magenta
826,LoProb S/L+,Mix,0.25,magenta
827,LoProb S-/L+,Mix,0.25,magenta
828,LoProb S+/L+,Mix,0.25,magenta
829,MISSING,MISSING,0,white
830,LoProb S/ZL,Ice,0.25,cyan
831,LoProb S-/ZL,Ice,0.25,cyan
832,LoProb S+/ZL,Ice,0.25,cyan
833,LoProb S/ZL-,Ice,0.25,cyan
834,LoProb S-/ZL-,Ice,0.25,cyan
835,LoProb S+/ZL-,Ice,0.25,cyan
836,LoProb S/ZL+,Ice,0.25,cyan
837,LoProb S-/ZL+,Ice,0.25,cyan
838,LoProb S+/ZL+,Ice,0.25,cyan
839,MISSING,MISSING,0,white
840,LoProb S/ZR,Ice,0.25,cyan
841,LoProb S-/ZR,Ice,0.25,cyan
842,LoProb S+/ZR,Ice,0.25,cyan
843,LoProb S/ZR-,Ice,0.25,cyan
844,LoProb S-/ZR-,Ice,0.25,cyan
845,LoProb S+/ZR-,Ice,0.25,cyan
846,LoProb S/ZR+,Ice,0.25,cyan
847,LoProb S-/ZR+,Ice,0.25,cyan
848,LoProb S+/ZR+,Ice,0.25,cyan
849,MISSING,MISSING,0,white
850,LoProb S/IP,Ice,0.25,cyan
851,LoProb S-/IP,Ice,0.25,cyan
852,LoProb S+/IP,Ice,0.25,cyan
853,LoProb S/IP-,Ice,0.25,cyan
854,LoProb S-/IP-,Ice,0.25,cyan
855,LoProb S+/IP-,Ice,0.25,cyan
856,LoProb S/IP+,Ice,0.25,cyan
857,LoProb S-/IP+,Ice,0.25,cyan
858,LoProb S+/IP+,Ice,0.25,cyan
859,MISSING,MISSING,0,white
860,LoProb S/SW,Snow,0.25,dodgerblue
861,LoProb S-/SW,Snow,0.25,dodgerblue
862,LoProb S+/SW,Snow,0.25,dodgerblue
863,LoProb S/SW-,Snow,0.25,dodgerblue
864,LoProb S-/SW-,Snow,0.25,dodgerblue
865,LoProb S+/SW-,Snow,0.25,dodgerblue
866,LoProb S/SW+,Snow,0.25,dodgerblue
867,LoProb S-/SW+,Snow,0.25,dodgerblue
868,LoProb S+/SW+,Snow,0.25,dodgerblue
869,MISSING,MISSING,0,white
870,LoProb S/S,Snow,0.25,dodgerblue
871,LoProb S-/S,Snow,0.25,dodgerblue
872,LoProb S+/S,Snow,0.25,dodgerblue
873,LoProb S/S-,Snow,0.25,dodgerblue
874,LoProb S-/S-,Snow,0.25,dodgerblue
875,LoProb S+/S-,Snow,0.25,dodgerblue
876,LoProb S/S+,Snow,0.25,dodgerblue
877,LoProb S-/S+,Snow,0.25,dodgerblue
878,LoProb S+/S+,Snow,0.25,dodgerblue
879,MISSING,MISSING,0,white
880,LoProb S/T,Mix,0.25,magenta
881,LoProb S-/T,Mix,0.25,magenta
882,LoProb S+/T,Mix,0.25,magenta
883,LoProb S/T-,Mix,0.25,magenta
884,LoProb S-/T-,Mix,0.25,magenta
885,LoProb S+/T-,Mix,0.25,magenta
886,LoProb S/T+,Severe,0.25,red
887,LoProb S-/T+,Severe,0.25,red
888,LoProb S+/T+,Severe,0.25,red
889,MISSING,MISSING,0,white
890,LoProb S/F,Snow,0.25,dodgerblue
891,LoProb S-/F,Snow,0.25,dodgerblue
892,LoProb S+/F,Snow,0.25,dodgerblue
893,LoProb S/F-,Snow,0.25,dodgerblue
894,LoProb S-/F-,Snow,0.25,dodgerblue
895,LoProb S+/F-,Snow,0.25,dodgerblue
896,LoProb S/F+,Snow,0.25,dodgerblue
897,LoProb S-/F+,Snow,0.25,dodgerblue
898,LoProb S+/F+,Snow,0.25,dodgerblue
899,MISSING,MISSING,0,white
900,LoProb T/R,Rain,0.25,green
901,LoProb T-/R,Rain,0.25,green
902,LoProb T+/R,Severe,0.25,red
903,LoProb T/R-,Rain,0.25,green
904,LoProb T-/R-,Rain,0.25,green
905,LoProb T+/R-,Severe,0.25,red
906,LoProb T/R+,Rain,0.25,green
907,LoProb T-/R+,Rain,0.25,green
908,LoProb T+/R+,Severe,0.25,red
909,MISSING,MISSING,0,white
910,LoProb T/RW,Rain,0.25,green
911,LoProb T-/RW,Rain,0.25,green
912,LoProb T+/RW,Severe,0.25,red
913,LoProb T/RW-,Rain,0.25,green
914,LoProb T-/RW-,Rain,0.25,green
915,LoProb T+/RW-,Severe,0.25,red
916,LoProb T/RW+,Rain,0.25,green
917,LoProb T-/RW+,Rain,0.25,green
918,LoProb T+/RW+,Severe,0.25,red
919,MISSING,MISSING,0,white
920,LoProb T/L,Rain,0.25,green
921,LoProb T-/L,Rain,0.25,green
922,LoProb T+/L,Severe,0.25,red
923,LoProb T/L-,Rain,0.25,green
924,LoProb T-/L-,Rain,0.25,green
925,LoProb T+/L-,Severe,0.25,red
926,LoProb T/L+,Rain,0.25,green
927,LoProb T-/L+,Rain,0.25,green
928,LoProb T+/L+,Severe,0.25,red
929,MISSING,MISSING,0,white
930,LoProb T/ZL,Ice,0.25,cyan
931,LoProb T-/ZL,Ice,0.25,cyan
932,LoProb T+/ZL,Severe,0.25,red
933,LoProb T/ZL-,Ice,0.25,cyan
934,LoProb T-/ZL-,Ice,0.25,cyan
935,LoProb T+/ZL-,Severe,0.25,red
936,LoProb T/ZL+,Ice,0.25,cyan
937,LoProb T-/ZL+,Ice,0.25,cyan
938,LoProb T+/ZL+,Severe,0.25,red
939,MISSING,MISSING,0,white
940,LoProb T/ZR,Ice,0.25,cyan
941,LoProb T-/ZR,Ice,0.25,cyan
942,LoProb T+/ZR,Severe,0.25,red
943,LoProb T/ZR-,Ice,0.25,cyan
944,LoProb T-/ZR-,Ice,0.25,cyan
945,LoProb T+/ZR-,Severe,0.25,red
946,LoProb T/ZR+,Ice,0.25,cyan
947,LoProb T-/ZR+,Ice,0.25,cyan
948,LoProb T+/ZR+,Severe,0.25,red
949,MISSING,MISSING,0,white
950,LoProb T/IP,Ice,0.25,cyan
951,LoProb T-/IP,Ice,0.25,cyan
952,LoProb T+/IP,Severe,0.25,red
953,LoProb T/IP-,Ice,0.25,cyan
954,LoProb T-/IP-,Ice,0.25,cyan
955,LoProb T+/IP-,Severe,0.25,red
956,LoProb T/IP+,Ice,0.25,cyan
957,LoProb T-/IP+,Ice,0.25,cyan
958,LoProb T+/IP+,Severe,0.25,red
959,MISSING,MISSING,0,white
960,LoProb T/SW,Mix,0.25,magenta
961,LoProb T-/SW,Mix,0.25,magenta
962,LoProb T+/SW,Severe,0.25,red
963,LoProb T/SW-,Mix,0.25,magenta
964,LoProb T-/SW-,Mix,0.25,magenta
965,LoProb T+/SW-,Severe,0.25,red
966,LoProb T/SW+,Mix,0.25,magenta
967,LoProb T-/SW+,Mix,0.25,magenta
968,LoProb T+/SW+,Severe,0.25,red
969,MISSING,MISSING,0,white
970,LoProb T/S,Mix,0.25,magenta
971,LoProb T-/S,Mix,0.25,magenta
972,LoProb T+/S,Severe,0.25,red
973,LoProb T/S-,Mix,0.25,magenta
974,LoProb T-/S-,Mix,0.25,magenta
975,LoProb T+/S-,Severe,0.25,red
976,LoProb T/S+,Mix,0.25,magenta
977,LoProb T-/S+,Mix,0.25,magenta
978,LoProb T+/S+,Severe,0.25,red
979,MISSING,MISSING,0,white
980,LoProb T/T,Rain,0.25,green
981,LoProb T-/T,Rain,0.25,green
982,LoProb T+/T,Severe,0.25,red
983,LoProb T/T-,Rain,0.25,green
984,LoProb T-/T-,Rain,0.25,green
985,LoProb T+/T-,Severe,0.25,red
986,LoProb T/T+,Severe,0.25,red
987,LoProb T-/T+,Severe,0.25,red
988,LoProb T+/T+,Severe,0.25,red
989,MISSING,MISSING,0,white
990,LoProb T/F,Rain,0.25,green
991,LoProb T-/F,Rain,0.25,green
992,LoProb T+/F,Severe,0.25,red
993,LoProb T/F-,Rain,0.25,green
994,LoProb T-/F-,Rain,0.25,green
995,LoProb T+/F-,Severe,0.25,red
996,LoProb T/F+,Rain,0.25,green
997,LoProb T-/F+,Rain,0.25,green
998,LoProb T+/F+,Severe,0.25,red
999,MISSING,MISSING,0,white
1000,LoProb F/R,Rain,0.25,green
1001,LoProb F-/R,Rain,0.25,green
1002,LoProb F+/R,Rain,0.25,green
1003,LoProb F/R-,Rain,0.25,green
1004,LoProb F-/R-,Rain,0.25,green
1005,LoProb F+/R-,Rain,0.25,green
1006,LoProb F/R+,Rain,0.25,green
1007,LoProb F-/R+,Rain,0.25,green
1008,LoProb F+/R+,Rain,0.25,green
1009,MISSING,MISSING,0,white
1010,LoProb F/RW,Rain,0.25,green
1011,LoProb F-/RW,Rain,0.25,green
1012,LoProb F+/RW,Rain,0.25,green
1013,LoProb F/RW-,Rain,0.25,green
1014,LoProb F-/RW-,Rain,0.25,green
1015,LoProb F+/RW-,Rain,0.25,green
1016,LoProb F/RW+,Rain,0.25,green
1017,LoProb F-/RW+,Rain,0.25,green
1018,LoProb F+/RW+,Rain,0.25,green
1019,MISSING,MISSING,0,white
1020,LoProb F/L,Rain,0.25,green
1021,LoProb F-/L,Rain,0.25,green
1022,LoProb F+/L,Rain,0.25,green
1023,LoProb F/L-,Rain,0.25,green
1024,LoProb F-/L-,Rain,0.25,green
1025,LoProb F+/L-,Rain,0.25,green
1026,LoProb F/L+,Rain,0.25,green
1027,LoProb F-/L+,Rain,0.25,green
1028,LoProb F+/L+,Rain,0.25,green
1029,MISSING,MISSING,0,white
1030,LoProb F/ZL,Ice,0.25,cyan
1031,LoProb F-/ZL,Ice,0.25,cyan
1032,LoProb F+/ZL,Ice,0.25,cyan
1033,LoProb F/ZL-,Ice,0.25,cyan
1034,LoProb F-/ZL-,Ice,0.25,cyan
1035,LoProb F+/ZL-,Ice,0.25,cyan
1036,LoProb F/ZL+,Ice,0.25,cyan
1037,LoProb F-/ZL+,Ice,0.25,cyan
1038,LoProb F+/ZL+,Ice,0.25,cyan
1039,MISSING,MISSING,0,white
1040,LoProb F/ZR,Ice,0.25,cyan
1041,LoProb F-/ZR,Ice,0.25,cyan
1042,LoProb F+/ZR,Ice,0.25,cyan
1043,LoProb F/ZR-,Ice,0.25,cyan
1044,LoProb F-/ZR-,Ice,0.25,cyan
1045,LoProb F+/ZR-,Ice,0.25,cyan
1046,LoProb F/ZR+,Ice,0.25,cyan
1047,LoProb F-/ZR+,Ice,0.25,cyan
1048,LoProb F+/ZR+,Ice,0.25,cyan
1049,MISSING,MISSING,0,white
1050,LoProb F/IP,Ice,0.25,cyan
1051,LoProb F-/IP,Ice,0.25,cyan
1052,LoProb F+/IP,Ice,0.25,cyan
1053,LoProb F/IP-,Ice,0.25,cyan
1054,LoProb F-/IP-,Ice,0.25,cyan
1055,LoProb F+/IP-,Ice,0.25,cyan
1056,LoProb F/IP+,Ice,0.25,cyan
1057,LoProb F-/IP+,Ice,0.25,cyan
1058,LoProb F+/IP+,Ice,0.25,cyan
1059,MISSING,MISSING,0,white
1060,LoProb F/SW,Snow,0.25,dodgerblue
1061,LoProb F-/SW,Snow,0.25,dodgerblue
1062,LoProb F+/SW,Snow,0.25,dodgerblue
1063,LoProb F/SW-,Snow,0.25,dodgerblue
1064,LoProb F-/SW-,Snow,0.25,dodgerblue
1065,LoProb F+/SW-,Snow,0.25,dodgerblue
1066,LoProb F/SW+,Snow,0.25,dodgerblue
1067,LoProb F-/SW+,Snow,0.25,dodgerblue
1068,LoProb F+/SW+,Snow,0.25,dodgerblue
1069,MISSING,MISSING,0,white
1070,LoProb F/S,Snow,0.25,dodgerblue
1071,LoProb F-/S,Snow,0.25,dodgerblue
1072,LoProb F+/S,Snow,0.25,dodgerblue
1073,LoProb F/S-,Snow,0.25,dodgerblue
1074,LoProb F-/S-,Snow,0.25,dodgerblue
1075,LoProb F+/S-,Snow,0.25,dodgerblue
1076,LoProb F/S+,Snow,0.25,dodgerblue
1077,LoProb F-/S+,Snow,0.25,dodgerblue
1078,LoProb F+/S+,Snow,0.25,dodgerblue
1079,MISSING,MISSING,0,white
1080,LoProb F/T,Rain,0.25,green
1081,LoProb F-/T,Rain,0.25,green
1082,LoProb F+/T,Rain,0.25,green
1083,LoProb F/T-,Rain,0.25,green
1084,LoProb F-/T-,Rain,0.25,green
1085,LoProb F+/T-,Rain,0.25,green
1086,LoProb F/T+,Severe,0.25,red
1087,LoProb F-/T+,Severe,0.25,red
1088,LoProb F+/T+,Severe,0.25,red
1089,MISSING,MISSING,0,white
1090,LoProb F/F,Fog,0.25,yellow
1091,LoProb F-/F,Fog,0.25,yellow
1092,LoProb F+/F,Fog,0.25,yellow
1093,LoProb F/F-,Fog,0.25,yellow
1094,LoProb F-/F-,Fog,0.25,yellow
1095,LoProb F+/F-,Fog,0.25,yellow
1096,LoProb F/F+,Fog,0.25,yellow
1097,LoProb F-/F+,Fog,0.25,yellow
1098,LoProb F+/F+,Fog,0.25,yellow
1099,MISSING,MISSING,0,white
1100,No weather,,0,white
1101,HiProb R,Rain,0.75,green
1102,HiProb R-,Rain,0.75,green
1103,HiProb R+,Rain,0.75,green
1104,HiProb RW,Rain,0.75,green
1105,HiProb RW-,Rain,0.75,green
1106,HiProb RW+,Rain,0.75,green
1107,HiProb L,Rain,0.75,green
1108,HiProb L-,Rain,0.75,green
1109,HiProb L+,Rain,0.75,green
1110,HiProb ZL,Ice,0.75,cyan
1111,HiProb ZL-,Ice,0.75,cyan
1112,HiProb ZL+,Ice,0.75,cyan
1113,HiProb ZR,Ice,0.75,cyan
1114,HiProb ZR-,Ice,0.75,cyan
1115,HiProb ZR+,Ice,0.75,cyan
1116,HiProb IP,Ice,0.75,cyan
1117,HiProb IP-,Ice,0.75,cyan
1118,HiProb IP+,Ice,0.75,cyan
1119,HiProb SW,Snow,0.75,dodgerblue
1120,HiProb SW-,Snow,0.75,dodgerblue
1121,HiProb SW+,Snow,0.75,dodgerblue
1122,HiProb S,Snow,0.75,dodgerblue
1123,HiProb S-,Snow,0.75,dodgerblue
1124,HiProb S+,Snow,0.75,dodgerblue
1125,HiProb T,Rain,0.75,green
1126,HiProb T-,Rain,0.75,green
1127,HiProb T+,Severe,0.75,red
1128,Fog,Fog,0.76,yellow
1129,Fog,Fog,0.76,yellow
1130,Dense Fog,Fog,0.76,yellow
1131,Smoke,Smoke,0.76,peru
1132,Blowing Snow,Blowing,0,white
1133,Blowing Dust,Blowing,0,white
1134,Freezing Fog,Fog,0.76,yellow
1135,Ice Fog,Fog,0.76,yellow
1136,Ice Crystals,,0,white
1137,Blowing Sand,Blowing,0,white
1138,Freezing Spray,,0,white
1139,Volcanic Ash,Smoke,0.76,lightgrey
1140,Water Spouts,,0,white
1141,Haze,Haze,0.76,khaki
1142,MISSING,MISSING,0,white
1143,MISSING,MISSING,0,white
1144,MISSING,MISSING,0,white
1145,MISSING,MISSING,0,white
1146,MISSING,MISSING,0,white
1147,MISSING,MISSING,0,white
1148,MISSING,MISSING,0,white
1149,MISSING,MISSING,0,white
1150,MISSING,MISSING,0,white
1151,MISSING,MISSING,0,white
1152,MISSING,MISSING,0,white
1153,MISSING,MISSING,0,white
1154,MISSING,MISSING,0,white
1155,MISSING,MISSING,0,white
1156,MISSING,MISSING,0,white
1157,MISSING,MISSING,0,white
1158,MISSING,MISSING,0,white
1159,MISSING,MISSING,0,white
1160,MISSING,MISSING,0,white
1161,MISSING,MISSING,0,white
1162,MISSING,MISSING,0,white
1163,MISSING,MISSING,0,white
1164,MISSING,MISSING,0,white
1165,MISSING,MISSING,0,white
1166,MISSING,MISSING,0,white
1167,MISSING,MISSING,0,white
1168,MISSING,MISSING,0,white
1169,MISSING,MISSING,0,white
1170,MISSING,MISSING,0,white
1171,MISSING,MISSING,0,white
1172,MISSING,MISSING,0,white
1173,MISSING,MISSING,0,white
1174,MISSING,MISSING,0,white
1175,MISSING,MISSING,0,white
1176,MISSING,MISSING,0,white
1177,MISSING,MISSING,0,white
1178,MISSING,MISSING,0,white
1179,MISSING,MISSING,0,white
1180,MISSING,MISSING,0,white
1181,MISSING,MISSING,0,white
1182,MISSING,MISSING,0,white
1183,MISSING,MISSING,0,white
1184,MISSING,MISSING,0,white
1185,MISSING,MISSING,0,white
1186,MISSING,MISSING,0,white
1187,MISSING,MISSING,0,white
1188,MISSING,MISSING,0,white
1189,MISSING,MISSING,0,white
1190,MISSING,MISSING,0,white
1191,MISSING,MISSING,0,white
1192,MISSING,MISSING,0,white
1193,MISSING,MISSING,0,white
1194,MISSING,MISSING,0,white
1195,MISSING,MISSING,0,white
1196,MISSING,MISSING,0,white
1197,MISSING,MISSING,0,white
1198,MISSING,MISSING,0,white
1199,MISSING,MISSING,0,white
1200,HiProb R/R,Rain,0.75,green
1201,HiProb R-/R,Rain,0.75,green
1202,HiProb R+/R,Rain,0.75,green
1203,HiProb R/R-,Rain,0.75,green
1204,HiProb R-/R-,Rain,0.75,green
1205,HiProb R+/R-,Rain,0.75,green
1206,HiProb R/R+,Rain,0.75,green
1207,HiProb R-/R+,Rain,0.75,green
1208,HiProb R+/R+,Rain,0.75,green
1209,MISSING,MISSING,0,white
1210,HiProb R/RW,Rain,0.75,green
1211,HiProb R-/RW,Rain,0.75,green
1212,HiProb R+/RW,Rain,0.75,green
1213,HiProb R/RW-,Rain,0.75,green
1214,HiProb R-/RW-,Rain,0.75,green
1215,HiProb R+/RW-,Rain,0.75,green
1216,HiProb R/RW+,Rain,0.75,green
1217,HiProb R-/RW+,Rain,0.75,green
1218,HiProb R+/RW+,Rain,0.75,green
1219,MISSING,MISSING,0,white
1220,HiProb R/L,Rain,0.75,green
1221,HiProb R-/L,Rain,0.75,green
1222,HiProb R+/L,Rain,0.75,green
1223,HiProb R/L-,Rain,0.75,green
1224,HiProb R-/L-,Rain,0.75,green
1225,HiProb R+/L-,Rain,0.75,green
1226,HiProb R/L+,Rain,0.75,green
1227,HiProb R-/L+,Rain,0.75,green
1228,HiProb R+/L+,Rain,0.75,green
1229,MISSING,MISSING,0,white
1230,HiProb R/ZL,Ice,0.75,cyan
1231,HiProb R-/ZL,Ice,0.75,cyan
1232,HiProb R+/ZL,Ice,0.75,cyan
1233,HiProb R/ZL-,Ice,0.75,cyan
1234,HiProb R-/ZL-,Ice,0.75,cyan
1235,HiProb R+/ZL-,Ice,0.75,cyan
1236,HiProb R/ZL+,Ice,0.75,cyan
1237,HiProb R-/ZL+,Ice,0.75,cyan
1238,HiProb R+/ZL+,Ice,0.75,cyan
1239,MISSING,MISSING,0,white
1240,HiProb R/ZR,Ice,0.75,cyan
1241,HiProb R-/ZR,Ice,0.75,cyan
1242,HiProb R+/ZR,Ice,0.75,cyan
1243,HiProb R/ZR-,Ice,0.75,cyan
1244,HiProb R-/ZR-,Ice,0.75,cyan
1245,HiProb R+/ZR-,Ice,0.75,cyan
1246,HiProb R/ZR+,Ice,0.75,cyan
1247,HiProb R-/ZR+,Ice,0.75,cyan
1248,HiProb R+/ZR+,Ice,0.75,cyan
1249,MISSING,MISSING,0,white
1250,HiProb R/IP,Ice,0.75,cyan
1251,HiProb R-/IP,Ice,0.75,cyan
1252,HiProb R+/IP,Ice,0.75,cyan
1253,HiProb R/IP-,Ice,0.75,cyan
1254,HiProb R-/IP-,Ice,0.75,cyan
1255,HiProb R+/IP-,Ice,0.75,cyan
1256,HiProb R/IP+,Ice,0.75,cyan
1257,HiProb R-/IP+,Ice,0.75,cyan
1258,HiProb R+/IP+,Ice,0.75,cyan
1259,MISSING,MISSING,0,white
1260,HiProb R/SW,Mix,0.75,magenta
1261,HiProb R-/SW,Mix,0.75,magenta
1262,HiProb R+/SW,Mix,0.75,magenta
1263,HiProb R/SW-,Mix,0.75,magenta
1264,HiProb R-/SW-,Mix,0.75,magenta
1265,HiProb R+/SW-,Mix,0.75,magenta
1266,HiProb R/SW+,Mix,0.75,magenta
1267,HiProb R-/SW+,Mix,0.75,magenta
1268,HiProb R+/SW+,Mix,0.75,magenta
1269,MISSING,MISSING,0,white
1270,HiProb R/S,Mix,0.75,magenta
1271,HiProb R-/S,Mix,0.75,magenta
1272,HiProb R+/S,Mix,0.75,magenta
1273,HiProb R/S-,Mix,0.75,magenta
1274,HiProb R-/S-,Mix,0.75,magenta
1275,HiProb R+/S-,Mix,0.75,magenta
1276,HiProb R/S+,Mix,0.75,magenta
1277,HiProb R-/S+,Mix,0.75,magenta
1278,HiProb R+/S+,Mix,0.75,magenta
1279,MISSING,MISSING,0,white
1280,HiProb R/T,Rain,0.75,green
1281,HiProb R-/T,Rain,0.75,green
1282,HiProb R+/T,Rain,0.75,green
1283,HiProb R/T-,Rain,0.75,green
1284,HiProb R-/T-,Rain,0.75,green
1285,HiProb R+/T-,Rain,0.75,green
1286,HiProb R/T+,Severe,0.75,red
1287,HiProb R-/T+,Severe,0.75,red
1288,HiProb R+/T+,Severe,0.75,red
1289,MISSING,MISSING,0,white
1290,HiProb R/F,Rain,0.75,green
1291,HiProb R-/F,Rain,0.75,green
1292,HiProb R+/F,Rain,0.75,green
1293,HiProb R/F-,Rain,0.75,green
1294,HiProb R-/F-,Rain,0.75,green
1295,HiProb R+/F-,Rain,0.75,green
1296,HiProb R/F+,Rain,0.75,green
1297,HiProb R-/F+,Rain,0.75,green
1298,HiProb R+/F+,Rain,0.75,green
1299,MISSING,MISSING,0,white
1300,HiProb RW/R,Rain,0.75,green
1301,HiProb RW-/R,Rain,0.75,green
1302,HiProb RW+/R,Rain,0.75,green
1303,HiProb RW/R-,Rain,0.75,green
1304,HiProb RW-/R-,Rain,0.75,green
1305,HiProb RW+/R-,Rain,0.75,green
1306,HiProb RW/R+,Rain,0.75,green
1307,HiProb RW-/R+,Rain,0.75,green
1308,HiProb RW+/R+,Rain,0.75,green
1309,MISSING,MISSING,0,white
1310,HiProb RW/RW,Rain,0.75,green
1311,HiProb RW-/RW,Rain,0.75,green
1312,HiProb RW+/RW,Rain,0.75,green
1313,HiProb RW/RW-,Rain,0.75,green
1314,HiProb RW-/RW-,Rain,0.75,green
1315,HiProb RW+/RW-,Rain,0.75,green
1316,HiProb RW/RW+,Rain,0.75,green
1317,HiProb RW-/RW+,Rain,0.75,green
1318,HiProb RW+/RW+,Rain,0.75,green
1319,MISSING,MISSING,0,white
1320,HiProb RW/L,Rain,0.75,green
1321,HiProb RW-/L,Rain,0.75,green
1322,HiProb RW+/L,Rain,0.75,green
1323,HiProb RW/L-,Rain,0.75,green
1324,HiProb RW-/L-,Rain,0.75,green
1325,HiProb RW+/L-,Rain,0.75,green
1326,HiProb RW/L+,Rain,0.75,green
1327,HiProb RW-/L+,Rain,0.75,green
1328,HiProb RW+/L+,Rain,0.75,green
1329,MISSING,MISSING,0,white
1330,HiProb RW/ZL,Ice,0.75,cyan
1331,HiProb RW-/ZL,Ice,0.75,cyan
1332,HiProb RW+/ZL,Ice,0.75,cyan
1333,HiProb RW/ZL-,Ice,0.75,cyan
1334,HiProb RW-/ZL-,Ice,0.75,cyan
1335,HiProb RW+/ZL-,Ice,0.75,cyan
1336,HiProb RW/ZL+,Ice,0.75,cyan
1337,HiProb RW-/ZL+,Ice,0.75,cyan
1338,HiProb RW+/ZL+,Ice,0.75,cyan
1339,MISSING,MISSING,0,white
1340,HiProb RW/ZR,Ice,0.75,cyan
1341,HiProb RW-/ZR,Ice,0.75,cyan
1342,HiProb RW+/ZR,Ice,0.75,cyan
1343,HiProb RW/ZR-,Ice,0.75,cyan
1344,HiProb RW-/ZR-,Ice,0.75,cyan
1345,HiProb RW+/ZR-,Ice,0.75,cyan
1346,HiProb RW/ZR+,Ice,0.75,cyan
1347,HiProb RW-/ZR+,Ice,0.75,cyan
1348,HiProb RW+/ZR+,Ice,0.75,cyan
1349,MISSING,MISSING,0,white
