Code,Text_Weather,Simple_Weather,Alpha,Color
1350,HiProb RW/IP,Ice,0.75,cyan
1351,HiProb RW-/IP,Ice,0.75,cyan
1352,HiProb RW+/IP,Ice,0.75,cyan
1353,HiProb RW/IP-,Ice,0.75,cyan
1354,HiProb RW-/IP-,Ice,0.75,cyan
1355,HiProb RW+/IP-,Ice,0.75,cyan
1356,HiProb RW/IP+,Ice,0.75,cyan
1357,HiProb RW-/IP+,Ice,0.75,cyan
1358,HiProb RW+/IP+,Ice,0.75,cyan
1359,MISSING,MISSING,0,white
1360,HiProb RW/SW,Mix,0.75,magenta
1361,HiProb RW-/SW,Mix,0.75,magenta
1362,HiProb RW+/SW,Mix,0.75,magenta
1363,HiProb RW/SW-,Mix,0.75,magenta
1364,HiProb RW-/SW-,Mix,0.75,magenta
1365,HiProb RW+/SW-,Mix,0.75,magenta
1366,HiProb RW/SW+,Mix,0.75,magenta
1367,HiProb RW-/SW+,Mix,0.75,magenta
1368,HiProb RW+/SW+,Mix,0.75,magenta
1369,MISSING,MISSING,0,white
1370,HiProb RW/S,Mix,0.75,magenta
1371,HiProb RW-/S,Mix,0.75,magenta
1372,HiProb RW+/S,Mix,0.75,magenta
1373,HiProb RW/S-,Mix,0.75,magenta
1374,HiProb RW-/S-,Mix,0.75,magenta
1375,HiProb RW+/S-,Mix,0.75,magenta
1376,HiProb RW/S+,Mix,0.75,magenta
1377,HiProb RW-/S+,Mix,0.75,magenta
1378,HiProb RW+/S+,Mix,0.75,magenta
1379,MISSING,MISSING,0,white
1380,HiProb RW/T,Rain,0.75,green
1381,HiProb RW-/T,Rain,0.75,green
1382,HiProb RW+/T,Rain,0.75,green
1383,HiProb RW/T-,Rain,0.75,green
1384,HiProb RW-/T-,Rain,0.75,green
1385,HiProb RW+/T-,Rain,0.75,green
1386,HiProb RW/T+,Severe,0.75,red
1387,HiProb RW-/T+,Severe,0.75,red
1388,HiProb RW+/T+,Severe,0.75,red
1389,MISSING,MISSING,0,white
1390,HiProb RW/F,Rain,0.75,green
1391,HiProb RW-/F,Rain,0.75,green
1392,HiProb RW+/F,Rain,0.75,green
1393,HiProb RW/F-,Rain,0.75,green
1394,HiProb RW-/F-,Rain,0.75,green
1395,HiProb RW+/F-,Rain,0.75,green
1396,HiProb RW/F+,Rain,0.75,green
1397,HiProb RW-/F+,Rain,0.75,green
1398,HiProb RW+/F+,Rain,0.75,green
1399,MISSING,MISSING,0,white
1400,HiProb L/R,Rain,0.75,green
1401,HiProb L-/R,Rain,0.75,green
1402,HiProb L+/R,Rain,0.75,green
1403,HiProb L/R-,Rain,0.75,green
1404,HiProb L-/R-,Rain,0.75,green
1405,HiProb L+/R-,Rain,0.75,green
1406,HiProb L/R+,Rain,0.75,green
1407,HiProb L-/R+,Rain,0.75,green
1408,HiProb L+/R+,Rain,0.75,green
1409,MISSING,MISSING,0,white
1410,HiProb L/RW,Rain,0.75,green
1411,HiProb L-/RW,Rain,0.75,green
1412,HiProb L+/RW,Rain,0.75,green
1413,HiProb L/RW-,Rain,0.75,green
1414,HiProb L-/RW-,Rain,0.75,green
1415,HiProb L+/RW-,Rain,0.75,green
1416,HiProb L/RW+,Rain,0.75,green
1417,HiProb L-/RW+,Rain,0.75,green
1418,HiProb L+/RW+,Rain,0.75,green
1419,MISSING,MISSING,0,white
1420,HiProb L/L,Rain,0.75,green
1421,HiProb L-/L,Rain,0.75,green
1422,HiProb L+/L,Rain,0.75,green
1423,HiProb L/L-,Rain,0.75,green
1424,HiProb L-/L-,Rain,0.75,green
1425,HiProb L+/L-,Rain,0.75,green
1426,HiProb L/L+,Rain,0.75,green
1427,HiProb L-/L+,Rain,0.75,green
1428,HiProb L+/L+,Rain,0.75,green
1429,MISSING,MISSING,0,white
1430,HiProb L/ZL,Ice,0.75,cyan
1431,HiProb L-/ZL,Ice,0.75,cyan
1432,HiProb L+/ZL,Ice,0.75,cyan
1433,HiProb L/ZL-,Ice,0.75,cyan
1434,HiProb L-/ZL-,Ice,0.75,cyan
1435,HiProb L+/ZL-,Ice,0.75,cyan
1436,HiProb L/ZL+,Ice,0.75,cyan
1437,HiProb L-/ZL+,Ice,0.75,cyan
1438,HiProb L+/ZL+,Ice,0.75,cyan
1439,MISSING,MISSING,0,white
1440,HiProb L/ZR,Ice,0.75,cyan
1441,HiProb L-/ZR,Ice,0.75,cyan
1442,HiProb L+/ZR,Ice,0.75,cyan
1443,HiProb L/ZR-,Ice,0.75,cyan
1444,HiProb L-/ZR-,Ice,0.75,cyan
1445,HiProb L+/ZR-,Ice,0.75,cyan
1446,HiProb L/ZR+,Ice,0.75,cyan
1447,HiProb L-/ZR+,Ice,0.75,cyan
1448,HiProb L+/ZR+,Ice,0.75,cyan
1449,MISSING,MISSING,0,white
1450,HiProb L/IP,Ice,0.75,cyan
1451,HiProb L-/IP,Ice,0.75,cyan
1452,HiProb L+/IP,Ice,0.75,cyan
1453,HiProb L/IP-,Ice,0.75,cyan
1454,HiProb L-/IP-,Ice,0.75,cyan
1455,HiProb L+/IP-,Ice,0.75,cyan
1456,HiProb L/IP+,Ice,0.75,cyan
1457,HiProb L-/IP+,Ice,0.75,cyan
1458,HiProb L+/IP+,Ice,0.75,cyan
1459,MISSING,MISSING,0,white
1460,HiProb L/SW,Mix,0.75,magenta
1461,HiProb L-/SW,Mix,0.75,magenta
1462,HiProb L+/SW,Mix,0.75,magenta
1463,HiProb L/SW-,Mix,0.75,magenta
1464,HiProb L-/SW-,Mix,0.75,magenta
1465,HiProb L+/SW-,Mix,0.75,magenta
1466,HiProb L/SW+,Mix,0.75,magenta
1467,HiProb L-/SW+,Mix,0.75,magenta
1468,HiProb L+/SW+,Mix,0.75,magenta
1469,MISSING,MISSING,0,white
1470,HiProb L/S,Mix,0.75,magenta
1471,HiProb L-/S,Mix,0.75,magenta
1472,HiProb L+/S,Mix,0.75,magenta
1473,HiProb L/S-,Mix,0.75,magenta
1474,HiProb L-/S-,Mix,0.75,magenta
1475,HiProb L+/S-,Mix,0.75,magenta
1476,HiProb L/S+,Mix,0.75,magenta
1477,HiProb L-/S+,Mix,0.75,magenta
1478,HiProb L+/S+,Mix,0.75,magenta
1479,MISSING,MISSING,0,white
1480,HiProb L/T,Rain,0.75,green
1481,HiProb L-/T,Rain,0.75,green
1482,HiProb L+/T,Rain,0.75,green
1483,HiProb L/T-,Rain,0.75,green
1484,HiProb L-/T-,Rain,0.75,green
1485,HiProb L+/T-,Rain,0.75,green
1486,HiProb L/T+,Severe,0.75,red
1487,HiProb L-/T+,Severe,0.75,red
1488,HiProb L+/T+,Severe,0.75,red
1489,MISSING,MISSING,0,white
1490,HiProb L/F,Rain,0.75,green
1491,HiProb L-/F,Rain,0.75,green
1492,HiProb L+/F,Rain,0.75,green
1493,HiProb L/F-,Rain,0.75,green
1494,HiProb L-/F-,Rain,0.75,green
1495,HiProb L+/F-,Rain,0.75,green
1496,HiProb L/F+,Rain,0.75,green
1497,HiProb L-/F+,Rain,0.75,green
1498,HiProb L+/F+,Rain,0.75,green
1499,MISSING,MISSING,0,white
1500,HiProb ZL/R,Ice,0.75,cyan
1501,HiProb ZL-/R,Ice,0.75,cyan
1502,HiProb ZL+/R,Ice,0.75,cyan
1503,HiProb ZL/R-,Ice,0.75,cyan
1504,HiProb ZL-/R-,Ice,0.75,cyan
1505,HiProb ZL+/R-,Ice,0.75,cyan
1506,HiProb ZL/R+,Ice,0.75,cyan
1507,HiProb ZL-/R+,Ice,0.75,cyan
1508,HiProb ZL+/R+,Ice,0.75,cyan
1509,MISSING,MISSING,0,white
1510,HiProb ZL/RW,Ice,0.75,cyan
1511,HiProb ZL-/RW,Ice,0.75,cyan
1512,HiProb ZL+/RW,Ice,0.75,cyan
1513,HiProb ZL/RW-,Ice,0.75,cyan
1514,HiProb ZL-/RW-,Ice,0.75,cyan
1515,HiProb ZL+/RW-,Ice,0.75,cyan
1516,HiProb ZL/RW+,Ice,0.75,cyan
1517,HiProb ZL-/RW+,Ice,0.75,cyan
1518,HiProb ZL+/RW+,Ice,0.75,cyan
1519,MISSING,MISSING,0,white
1520,HiProb ZL/L,Ice,0.75,cyan
1521,HiProb ZL-/L,Ice,0.75,cyan
1522,HiProb ZL+/L,Ice,0.75,cyan
1523,HiProb ZL/L-,Ice,0.75,cyan
1524,HiProb ZL-/L-,Ice,0.75,cyan
1525,HiProb ZL+/L-,Ice,0.75,cyan
1526,HiProb ZL/L+,Ice,0.75,cyan
1527,HiProb ZL-/L+,Ice,0.75,cyan
1528,HiProb ZL+/L+,Ice,0.75,cyan
1529,MISSING,MISSING,0,white
1530,HiProb ZL/ZL,Ice,0.75,cyan
1531,HiProb ZL-/ZL,Ice,0.75,cyan
1532,HiProb ZL+/ZL,Ice,0.75,cyan
1533,HiProb ZL/ZL-,Ice,0.75,cyan
1534,HiProb ZL-/ZL-,Ice,0.75,cyan
1535,HiProb ZL+/ZL-,Ice,0.75,cyan
1536,HiProb ZL/ZL+,Ice,0.75,cyan
1537,HiProb ZL-/ZL+,Ice,0.75,cyan
1538,HiProb ZL+/ZL+,Ice,0.75,cyan
1539,MISSING,MISSING,0,white
1540,HiProb ZL/ZR,Ice,0.75,cyan
1541,HiProb ZL-/ZR,Ice,0.75,cyan
1542,HiProb ZL+/ZR,Ice,0.75,cyan
1543,HiProb ZL/ZR-,Ice,0.75,cyan
1544,HiProb ZL-/ZR-,Ice,0.75,cyan
1545,HiProb ZL+/ZR-,Ice,0.75,cyan
1546,HiProb ZL/ZR+,Ice,0.75,cyan
1547,HiProb ZL-/ZR+,Ice,0.75,cyan
1548,HiProb ZL+/ZR+,Ice,0.75,cyan
1549,MISSING,MISSING,0,white
1550,HiProb ZL/IP,Ice,0.75,cyan
1551,HiProb ZL-/IP,Ice,0.75,cyan
1552,HiProb ZL+/IP,Ice,0.75,cyan
1553,HiProb ZL/IP-,Ice,0.75,cyan
1554,HiProb ZL-/IP-,Ice,0.75,cyan
1555,HiProb ZL+/IP-,Ice,0.75,cyan
1556,HiProb ZL/IP+,Ice,0.75,cyan
1557,HiProb ZL-/IP+,Ice,0.75,cyan
1558,HiProb ZL+/IP+,Ice,0.75,cyan
1559,MISSING,MISSING,0,white
1560,HiProb ZL/SW,Ice,0.75,cyan
1561,HiProb ZL-/SW,Ice,0.75,cyan
1562,HiProb ZL+/SW,Ice,0.75,cyan
1563,HiProb ZL/SW-,Ice,0.75,cyan
1564,HiProb ZL-/SW-,Ice,0.75,cyan
1565,HiProb ZL+/SW-,Ice,0.75,cyan
1566,HiProb ZL/SW+,Ice,0.75,cyan
1567,HiProb ZL-/SW+,Ice,0.75,cyan
1568,HiProb ZL+/SW+,Ice,0.75,cyan
1569,MISSING,MISSING,0,white
1570,HiProb ZL/S,Ice,0.75,cyan
1571,HiProb ZL-/S,Ice,0.75,cyan
1572,HiProb ZL+/S,Ice,0.75,cyan
1573,HiProb ZL/S-,Ice,0.75,cyan
1574,HiProb ZL-/S-,Ice,0.75,cyan
1575,HiProb ZL+/S-,Ice,0.75,cyan
1576,HiProb ZL/S+,Ice,0.75,cyan
1577,HiProb ZL-/S+,Ice,0.75,cyan
1578,HiProb ZL+/S+,Ice,0.75,cyan
1579,MISSING,MISSING,0,white
1580,HiProb ZL/T,Ice,0.75,cyan
1581,HiProb ZL-/T,Ice,0.75,cyan
1582,HiProb ZL+/T,Ice,0.75,cyan
1583,HiProb ZL/T-,Ice,0.75,cyan
1584,HiProb ZL-/T-,Ice,0.75,cyan
1585,HiProb ZL+/T-,Ice,0.75,cyan
1586,HiProb ZL/T+,Severe,0.75,red
1587,HiProb ZL-/T+,Severe,0.75,red
1588,HiProb ZL+/T+,Severe,0.75,red
1589,MISSING,MISSING,0,white
1590,HiProb ZL/F,Ice,0.75,cyan
1591,HiProb ZL-/F,Ice,0.75,cyan
1592,HiProb ZL+/F,Ice,0.75,cyan
1593,HiProb ZL/F-,Ice,0.75,cyan
1594,HiProb ZL-/F-,Ice,0.75,cyan
1595,HiProb ZL+/F-,Ice,0.75,cyan
1596,HiProb ZL/F+,Ice,0.75,cyan
1597,HiProb ZL-/F+,Ice,0.75,cyan
1598,HiProb ZL+/F+,Ice,0.75,cyan
1599,MISSING,MISSING,0,white
1600,HiProb ZR/R,Ice,0.75,cyan
1601,HiProb ZR-/R,Ice,0.75,cyan
1602,HiProb ZR+/R,Ice,0.75,cyan
1603,HiProb ZR/R-,Ice,0.75,cyan
1604,HiProb ZR-/R-,Ice,0.75,cyan
1605,HiProb ZR+/R-,Ice,0.75,cyan
1606,HiProb ZR/R+,Ice,0.75,cyan
1607,HiProb ZR-/R+,Ice,0.75,cyan
1608,HiProb ZR+/R+,Ice,0.75,cyan
1609,MISSING,MISSING,0,white
1610,HiProb ZR/RW,Ice,0.75,cyan
1611,HiProb ZR-/RW,Ice,0.75,cyan
1612,HiProb ZR+/RW,Ice,0.75,cyan
1613,HiProb ZR/RW-,Ice,0.75,cyan
1614,HiProb ZR-/RW-,Ice,0.75,cyan
1615,HiProb ZR+/RW-,Ice,0.75,cyan
1616,HiProb ZR/RW+,Ice,0.75,cyan
1617,HiProb ZR-/RW+,Ice,0.75,cyan
1618,HiProb ZR+/RW+,Ice,0.75,cyan
1619,MISSING,MISSING,0,white
1620,HiProb ZR/L,Ice,0.75,cyan
1621,HiProb ZR-/L,Ice,0.75,cyan
1622,HiProb ZR+/L,Ice,0.75,cyan
1623,HiProb ZR/L-,Ice,0.75,cyan
1624,HiProb ZR-/L-,Ice,0.75,cyan
1625,HiProb ZR+/L-,Ice,0.75,cyan
1626,HiProb ZR/L+,Ice,0.75,cyan
1627,HiProb ZR-/L+,Ice,0.75,cyan
1628,HiProb ZR+/L+,Ice,0.75,cyan
1629,MISSING,MISSING,0,white
1630,HiProb ZR/ZL,Ice,0.75,cyan
1631,HiProb ZR-/ZL,Ice,0.75,cyan
1632,HiProb ZR+/ZL,Ice,0.75,cyan
1633,HiProb ZR/ZL-,Ice,0.75,cyan
1634,HiProb ZR-/ZL-,Ice,0.75,cyan
1635,HiProb ZR+/ZL-,Ice,0.75,cyan
1636,HiProb ZR/ZL+,Ice,0.75,cyan
1637,HiProb ZR-/ZL+,Ice,0.75,cyan
1638,HiProb ZR+/ZL+,Ice,0.75,cyan
1639,MISSING,MISSING,0,white
1640,HiProb ZR/ZR,Ice,0.75,cyan
1641,HiProb ZR-/ZR,Ice,0.75,cyan
1642,HiProb ZR+/ZR,Ice,0.75,cyan
1643,HiProb ZR/ZR-,Ice,0.75,cyan
1644,HiProb ZR-/ZR-,Ice,0.75,cyan
1645,HiProb ZR+/ZR-,Ice,0.75,cyan
1646,HiProb ZR/ZR+,Ice,0.75,cyan
1647,HiProb ZR-/ZR+,Ice,0.75,cyan
1648,HiProb ZR+/ZR+,Ice,0.75,cyan
1649,MISSING,MISSING,0,white
1650,HiProb ZR/IP,Ice,0.75,cyan
1651,HiProb ZR-/IP,Ice,0.75,cyan
1652,HiProb ZR+/IP,Ice,0.75,cyan
1653,HiProb ZR/IP-,Ice,0.75,cyan
1654,HiProb ZR-/IP-,Ice,0.75,cyan
1655,HiProb ZR+/IP-,Ice,0.75,cyan
1656,HiProb ZR/IP+,Ice,0.75,cyan
1657,HiProb ZR-/IP+,Ice,0.75,cyan
1658,HiProb ZR+/IP+,Ice,0.75,cyan
1659,MISSING,MISSING,0,white
1660,HiProb ZR/SW,Ice,0.75,cyan
1661,HiProb ZR-/SW,Ice,0.75,cyan
1662,HiProb ZR+/SW,Ice,0.75,cyan
1663,HiProb ZR/SW-,Ice,0.75,cyan
1664,HiProb ZR-/SW-,Ice,0.75,cyan
1665,HiProb ZR+/SW-,Ice,0.75,cyan
1666,HiProb ZR/SW+,Ice,0.75,cyan
1667,HiProb ZR-/SW+,Ice,0.75,cyan
1668,HiProb ZR+/SW+,Ice,0.75,cyan
1669,MISSING,MISSING,0,white
1670,HiProb ZR/S,Ice,0.75,cyan
1671,HiProb ZR-/S,Ice,0.75,cyan
1672,HiProb ZR+/S,Ice,0.75,cyan
1673,HiProb ZR/S-,Ice,0.75,cyan
1674,HiProb ZR-/S-,Ice,0.75,cyan
1675,HiProb ZR+/S-,Ice,0.75,cyan
1676,HiProb ZR/S+,Ice,0.75,cyan
1677,HiProb ZR-/S+,Ice,0.75,cyan
1678,HiProb ZR+/S+,Ice,0.75,cyan
1679,MISSING,MISSING,0,white
1680,HiProb ZR/T,Ice,0.75,cyan
1681,HiProb ZR-/T,Ice,0.75,cyan
1682,HiProb ZR+/T,Ice,0.75,cyan
1683,HiProb ZR/T-,Ice,0.75,cyan
1684,HiProb ZR-/T-,Ice,0.75,cyan
1685,HiProb ZR+/T-,Ice,0.75,cyan
1686,HiProb ZR/T+,Severe,0.75,red
1687,HiProb ZR-/T+,Severe,0.75,red
1688,HiProb ZR+/T+,Severe,0.75,red
1689,MISSING,MISSING,0,white
1690,HiProb ZR/F,Ice,0.75,cyan
1691,HiProb ZR-/F,Ice,0.75,cyan
1692,HiProb ZR+/F,Ice,0.75,cyan
1693,HiProb ZR/F-,Ice,0.75,cyan
1694,HiProb ZR-/F-,Ice,0.75,cyan
1695,HiProb ZR+/F-,Ice,0.75,cyan
1696,HiProb ZR/F+,Ice,0.75,cyan
1697,HiProb ZR-/F+,Ice,0.75,cyan
1698,HiProb ZR+/F+,Ice,0.75,cyan
1699,MISSING,MISSING,0,white
1700,HiProb IP/R,Ice,0.75,cyan
1701,HiProb IP-/R,Ice,0.75,cyan
1702,HiProb IP+/R,Ice,0.75,cyan
1703,HiProb IP/R-,Ice,0.75,cyan
1704,HiProb IP-/R-,Ice,0.75,cyan
1705,HiProb IP+/R-,Ice,0.75,cyan
1706,HiProb IP/R+,Ice,0.75,cyan
1707,HiProb IP-/R+,Ice,0.75,cyan
1708,HiProb IP+/R+,Ice,0.75,cyan
1709,MISSING,MISSING,0,white
1710,HiProb IP/RW,Ice,0.75,cyan
1711,HiProb IP-/RW,Ice,0.75,cyan
1712,HiProb IP+/RW,Ice,0.75,cyan
1713,HiProb IP/RW-,Ice,0.75,cyan
1714,HiProb IP-/RW-,Ice,0.75,cyan
1715,HiProb IP+/RW-,Ice,0.75,cyan
1716,HiProb IP/RW+,Ice,0.75,cyan
1717,HiProb IP-/RW+,Ice,0.75,cyan
1718,HiProb IP+/RW+,Ice,0.75,cyan
1719,MISSING,MISSING,0,white
1720,HiProb IP/L,Ice,0.75,cyan
1721,HiProb IP-/L,Ice,0.75,cyan
1722,HiProb IP+/L,Ice,0.75,cyan
1723,HiProb IP/L-,Ice,0.75,cyan
1724,HiProb IP-/L-,Ice,0.75,cyan
1725,HiProb IP+/L-,Ice,0.75,cyan
1726,HiProb IP/L+,Ice,0.75,cyan
1727,HiProb IP-/L+,Ice,0.75,cyan
1728,HiProb IP+/L+,Ice,0.75,cyan
1729,MISSING,MISSING,0,white
1730,HiProb IP/ZL,Ice,0.75,cyan
1731,HiProb IP-/ZL,Ice,0.75,cyan
1732,HiProb IP+/ZL,Ice,0.75,cyan
1733,HiProb IP/ZL-,Ice,0.75,cyan
1734,HiProb IP-/ZL-,Ice,0.75,cyan
1735,HiProb IP+/ZL-,Ice,0.75,cyan
1736,HiProb IP/ZL+,Ice,0.75,cyan
1737,HiProb IP-/ZL+,Ice,0.75,cyan
1738,HiProb IP+/ZL+,Ice,0.75,cyan
1739,MISSING,MISSING,0,white
1740,HiProb IP/ZR,Ice,0.75,cyan
1741,HiProb IP-/ZR,Ice,0.75,cyan
1742,HiProb IP+/ZR,Ice,0.75,cyan
1743,HiProb IP/ZR-,Ice,0.75,cyan
1744,HiProb IP-/ZR-,Ice,0.75,cyan
1745,HiProb IP+/ZR-,Ice,0.75,cyan
1746,HiProb IP/ZR+,Ice,0.75,cyan
1747,HiProb IP-/ZR+,Ice,0.75,cyan
1748,HiProb IP+/ZR+,Ice,0.75,cyan
1749,MISSING,MISSING,0,white
1750,HiProb IP/IP,Ice,0.75,cyan
1751,HiProb IP-/IP,Ice,0.75,cyan
1752,HiProb IP+/IP,Ice,0.75,cyan
1753,HiProb IP/IP-,Ice,0.75,cyan
1754,HiProb IP-/IP-,Ice,0.75,cyan
1755,HiProb IP+/IP-,Ice,0.75,cyan
1756,HiProb IP/IP+,Ice,0.75,cyan
1757,HiProb IP-/IP+,Ice,0.75,cyan
1758,HiProb IP+/IP+,Ice,0.75,cyan
1759,MISSING,MISSING,0,white
1760,HiProb IP/SW,Ice,0.75,cyan
1761,HiProb IP-/SW,Ice,0.75,cyan
1762,HiProb IP+/SW,Ice,0.75,cyan
1763,HiProb IP/SW-,Ice,0.75,cyan
1764,HiProb IP-/SW-,Ice,0.75,cyan
1765,HiProb IP+/SW-,Ice,0.75,cyan
1766,HiProb IP/SW+,Ice,0.75,cyan
1767,HiProb IP-/SW+,Ice,0.75,cyan
1768,HiProb IP+/SW+,Ice,0.75,cyan
1769,MISSING,MISSING,0,white
1770,HiProb IP/S,Ice,0.75,cyan
1771,HiProb IP-/S,Ice,0.75,cyan
1772,HiProb IP+/S,Ice,0.75,cyan
1773,HiProb IP/S-,Ice,0.75,cyan
1774,HiProb IP-/S-,Ice,0.75,cyan
1775,HiProb IP+/S-,Ice,0.75,cyan
1776,HiProb IP/S+,Ice,0.75,cyan
1777,HiProb IP-/S+,Ice,0.75,cyan
1778,HiProb IP+/S+,Ice,0.75,cyan
1779,MISSING,MISSING,0,white
1780,HiProb IP/T,Ice,0.75,cyan
1781,HiProb IP-/T,Ice,0.75,cyan
1782,HiProb IP+/T,Ice,0.75,cyan
1783,HiProb IP/T-,Ice,0.75,cyan
1784,HiProb IP-/T-,Ice,0.75,cyan
1785,HiProb IP+/T-,Ice,0.75,cyan
1786,HiProb IP/T+,Severe,0.75,red
1787,HiProb IP-/T+,Severe,0.75,red
1788,HiProb IP+/T+,Severe,0.75,red
1789,MISSING,MISSING,0,white
1790,HiProb IP/F,Ice,0.75,cyan
1791,HiProb IP-/F,Ice,0.75,cyan
1792,HiProb IP+/F,Ice,0.75,cyan
1793,HiProb IP/F-,Ice,0.75,cyan
1794,HiProb IP-/F-,Ice,0.75,cyan
1795,HiProb IP+/F-,Ice,0.75,cyan
1796,HiProb IP/F+,Ice,0.75,cyan
1797,HiProb IP-/F+,Ice,0.75,cyan
1798,HiProb IP+/F+,Ice,0.75,cyan
1799,MISSING,MISSING,0,white
1800,HiProb SW/R,Mix,0.75,magenta
1801,HiProb SW-/R,Mix,0.75,magenta
1802,HiProb SW+/R,Mix,0.75,magenta
1803,HiProb SW/R-,Mix,0.75,magenta
1804,HiProb SW-/R-,Mix,0.75,magenta
1805,HiProb SW+/R-,Mix,0.75,magenta
1806,HiProb SW/R+,Mix,0.75,magenta
1807,HiProb SW-/R+,Mix,0.75,magenta
1808,HiProb SW+/R+,Mix,0.75,magenta
1809,MISSING,MISSING,0,white
1810,HiProb SW/RW,Mix,0.75,magenta
1811,HiProb SW-/RW,Mix,0.75,magenta
1812,HiProb SW+/RW,Mix,0.75,magenta
1813,HiProb SW/RW-,Mix,0.75,magenta
1814,HiProb SW-/RW-,Mix,0.75,magenta
1815,HiProb SW+/RW-,Mix,0.75,magenta
1816,HiProb SW/RW+,Mix,0.75,magenta
1817,HiProb SW-/RW+,Mix,0.75,magenta
1818,HiProb SW+/RW+,Mix,0.75,magenta
1819,MISSING,MISSING,0,white
1820,HiProb SW/L,Mix,0.75,magenta
1821,HiProb SW-/L,Mix,0.75,magenta
1822,HiProb SW+/L,Mix,0.75,magenta
1823,HiProb SW/L-,Mix,0.75,magenta
1824,HiProb SW-/L-,Mix,0.75,magenta
1825,HiProb SW+/L-,Mix,0.75,magenta
1826,HiProb SW/L+,Mix,0.75,magenta
1827,HiProb SW-/L+,Mix,0.75,magenta
1828,HiProb SW+/L+,Mix,0.75,magenta
1829,MISSING,MISSING,0,white
1830,HiProb SW/ZL,Ice,0.75,cyan
1831,HiProb SW-/ZL,Ice,0.75,cyan
1832,HiProb SW+/ZL,Ice,0.75,cyan
1833,HiProb SW/ZL-,Ice,0.75,cyan
1834,HiProb SW-/ZL-,Ice,0.75,cyan
1835,HiProb SW+/ZL-,Ice,0.75,cyan
1836,HiProb SW/ZL+,Ice,0.75,cyan
1837,HiProb SW-/ZL+,Ice,0.75,cyan
1838,HiProb SW+/ZL+,Ice,0.75,cyan
1839,MISSING,MISSING,0,white
1840,HiProb SW/ZR,Ice,0.75,cyan
1841,HiProb SW-/ZR,Ice,0.75,cyan
1842,HiProb SW+/ZR,Ice,0.75,cyan
1843,HiProb SW/ZR-,Ice,0.75,cyan
1844,HiProb SW-/ZR-,Ice,0.75,cyan
1845,HiProb SW+/ZR-,Ice,0.75,cyan
1846,HiProb SW/ZR+,Ice,0.75,cyan
1847,HiProb SW-/ZR+,Ice,0.75,cyan
1848,HiProb SW+/ZR+,Ice,0.75,cyan
1849,MISSING,MISSING,0,white
1850,HiProb SW/IP,Ice,0.75,cyan
1851,HiProb SW-/IP,Ice,0.75,cyan
1852,HiProb SW+/IP,Ice,0.75,cyan
1853,HiProb SW/IP-,Ice,0.75,cyan
1854,HiProb SW-/IP-,Ice,0.75,cyan
1855,HiProb SW+/IP-,Ice,0.75,cyan
1856,HiProb SW/IP+,Ice,0.75,cyan
1857,HiProb SW-/IP+,Ice,0.75,cyan
1858,HiProb SW+/IP+,Ice,0.75,cyan
1859,MISSING,MISSING,0,white
1860,HiProb SW/SW,Snow,0.75,dodgerblue
1861,HiProb SW-/SW,Snow,0.75,dodgerblue
1862,HiProb SW+/SW,Snow,0.75,dodgerblue
1863,HiProb SW/SW-,Snow,0.75,dodgerblue
1864,HiProb SW-/SW-,Snow,0.75,dodgerblue
1865,HiProb SW+/SW-,Snow,0.75,dodgerblue
1866,HiProb SW/SW+,Snow,0.75,dodgerblue
1867,HiProb SW-/SW+,Snow,0.75,dodgerblue
1868,HiProb SW+/SW+,Snow,0.75,dodgerblue
1869,MISSING,MISSING,0,white
1870,HiProb SW/S,Snow,0.75,dodgerblue
1871,HiProb SW-/S,Snow,0.75,dodgerblue
1872,HiProb SW+/S,Snow,0.75,dodgerblue
1873,HiProb SW/S-,Snow,0.75,dodgerblue
1874,HiProb SW-/S-,Snow,0.75,dodgerblue
1875,HiProb SW+/S-,Snow,0.75,dodgerblue
1876,HiProb SW/S+,Snow,0.75,dodgerblue
1877,HiProb SW-/S+,Snow,0.75,dodgerblue
1878,HiProb SW+/S+,Snow,0.75,dodgerblue
1879,MISSING,MISSING,0,white
1880,HiProb SW/T,Mix,0.75,magenta
1881,HiProb SW-/T,Mix,0.75,magenta
1882,HiProb SW+/T,Mix,0.75,magenta
1883,HiProb SW/T-,Mix,0.75,magenta
1884,HiProb SW-/T-,Mix,0.75,magenta
1885,HiProb SW+/T-,Mix,0.75,magenta
1886,HiProb SW/T+,Severe,0.75,red
1887,HiProb SW-/T+,Severe,0.75,red
1888,HiProb SW+/T+,Severe,0.75,red
1889,MISSING,MISSING,0,white
1890,HiProb SW/F,Snow,0.75,dodgerblue
1891,HiProb SW-/F,Snow,0.75,dodgerblue
1892,HiProb SW+/F,Snow,0.75,dodgerblue
1893,HiProb SW/F-,Snow,0.75,dodgerblue
1894,HiProb SW-/F-,Snow,0.75,dodgerblue
1895,HiProb SW+/F-,Snow,0.75,dodgerblue
1896,HiProb SW/F+,Snow,0.75,dodgerblue
1897,HiProb SW-/F+,Snow,0.75,dodgerblue
1898,HiProb SW+/F+,Snow,0.75,dodgerblue
1899,MISSING,MISSING,0,white
1900,HiProb S/R,Mix,0.75,magenta
1901,HiProb S-/R,Mix,0.75,magenta
1902,HiProb S+/R,Mix,0.75,magenta
1903,HiProb S/R-,Mix,0.75,magenta
1904,HiProb S-/R-,Mix,0.75,magenta
1905,HiProb S+/R-,Mix,0.75,magenta
